# Redshift log10(MStarSat_Threshold)[msun] log10(M200c)[msun] mean_velbias stddev_velbias
0.000000000000000000e+00 1.000000000000000000e+01 1.509999999999999432e+01 9.576979838159254133e-01 1.543300420810204444e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.519999999999999396e+01 9.559885481924295103e-01 1.697217602169754508e-02
0.000000000000000000e+00 1.009999999999999964e+01 1.350000000000000000e+01 9.245554630147380104e-01 8.700502999868985066e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.359999999999999964e+01 9.303694815536114326e-01 7.675215923853176241e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.369999999999999929e+01 9.356488596304411987e-01 6.706185298387208095e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.379999999999999893e+01 9.404441760306926357e-01 6.034471972297742771e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.389999999999999858e+01 9.447416476720003065e-01 5.397695452227926211e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.399999999999999822e+01 9.486295747736547268e-01 5.137484978241528034e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.409999999999999787e+01 9.519704815031982958e-01 5.161248858646371243e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.419999999999999751e+01 9.550295887039550458e-01 5.670093749860058777e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.429999999999999716e+01 9.574976954469081036e-01 6.234881396075918000e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.439999999999999680e+01 9.594180946833620327e-01 7.344808514241147474e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.449999999999999645e+01 9.605996266419857266e-01 8.223769436384241807e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.459999999999999609e+01 9.609243115517155376e-01 9.912144664391190838e-03
0.000000000000000000e+00 1.009999999999999964e+01 1.469999999999999574e+01 9.601015487417278171e-01 1.104457569170361544e-02
0.000000000000000000e+00 1.009999999999999964e+01 1.479999999999999538e+01 9.589385046097390619e-01 1.231526603142732261e-02
0.000000000000000000e+00 1.009999999999999964e+01 1.489999999999999503e+01 9.570314634516227104e-01 1.357996918821469633e-02
0.000000000000000000e+00 1.009999999999999964e+01 1.499999999999999467e+01 9.548082197060799858e-01 1.505741778805019283e-02
0.000000000000000000e+00 1.009999999999999964e+01 1.509999999999999432e+01 9.528127275513270655e-01 1.712324520495932950e-02
0.000000000000000000e+00 1.009999999999999964e+01 1.519999999999999396e+01 9.508739229142317839e-01 1.860904795777455767e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.350000000000000000e+01 9.161206205680910708e-01 8.417383125343737629e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.359999999999999964e+01 9.220701270406279626e-01 7.476331199458064770e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.369999999999999929e+01 9.274921254406615079e-01 6.627967342701426498e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.379999999999999893e+01 9.324354191825994231e-01 5.958606736360863750e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.389999999999999858e+01 9.368875554767344127e-01 5.423507046323801720e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.399999999999999822e+01 9.409357368422691659e-01 5.359622708707738846e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.409999999999999787e+01 9.444427313845458194e-01 5.549916996902980529e-03
